X1	X2	X3	X4	X5	Y
95.82308966459145	94.43007044819889	68.24696967926226	27.949468870940798	33.52532246047515	0.26153709090829125
87.33971058779821	25.686483631583656	80.3763178971299	97.46083208595286	53.02797238636372	-261.5925743155541
6.611579605032181	95.64692433301546	61.002057582254274	12.839740945254274	21.876112505386523	-86.32003254986944
83.05198747744667	28.704379039205065	66.63633629314458	1.7662914316884382	73.0246615431386	-773.5872934176252
36.97492617805518	8.750721072319301	13.984117920451544	96.44700314249627	20.710353746140655	-214.14419201780603
9.561825788056078	26.54419801291197	60.49852636246974	49.010909307408625	6.1214462668973235	303.202038550598
90.59102753892961	71.51722543563834	84.0904381430854	8.030744878083462	8.215173123217278	624.5854617184027
4.002666026762469	17.15711376747401	80.95650271164487	34.06739300317504	27.311536118985714	15.315680914613267
19.148331301607612	44.711329400799826	75.00128997425192	47.483937925046064	5.457037506807794	428.60194418763064
80.8864391733879	34.41191133950999	69.60639318106115	61.92621010820463	45.83318226094912	-221.17148677090063
27.967691478315558	44.80602294796374	79.85860791648638	7.1211279596776205	81.95463540831169	-1040.9854012638461
53.95910193512194	46.22318750072216	0.347467780178512	97.87397364559203	23.25392857072557	-346.99217864861816
66.02427140648402	95.43456160740867	66.27634318396288	94.6406880538726	7.706367981717499	412.4452952654335
54.17472201054812	46.63863676787228	83.70916656610177	4.715050236057161	28.948073810906084	122.88821900836285
20.069397554014767	15.411099809726302	1.2397206882551637	67.47375249252153	19.3916842821385	-334.35854797266586
28.328198703328265	33.94015539915629	86.74198519869515	50.59641804302619	82.50789013158398	-991.9194655299849
23.347038530903696	4.820135883229792	12.914627063430718	58.89274788423432	22.423505428834567	-292.846739423195
58.066317866444386	70.73325316025122	50.5847481691284	7.416476376246739	86.83530548103036	-1279.1471719976262
85.98703056886762	37.05094300263545	86.81369351822504	91.49341508547607	87.08894641484699	-913.172924965397
84.67570532792588	0.2625955368748434	86.05430100427085	84.58559403328985	87.19827019738388	-887.8207764708787
76.6631057288627	42.07258388259996	79.11486377437585	58.84227015616703	43.21349311502293	-122.5490825758394
1.7568581782292814	30.409557300678703	11.881291544402494	41.35410620089408	87.59127071129453	-1693.795356181064
75.72920113169475	10.061575791917532	14.395381195726454	41.87005177819733	36.592819663134954	-413.9626972894472
4.8582885571355146	8.623664854376866	6.490171107777232	36.64153646651752	76.54278750968577	-1479.473351622245
11.637068949257923	60.53490571006479	86.18889706905736	52.93435009271853	90.53917181586674	-1233.0848556962242
92.22492862107619	0.35921162118442984	51.06878876462265	99.4982342110136	23.24567710234544	168.88355354749388
47.27040424077716	91.71988186374524	71.48028034776385	79.29040121843329	85.19457403687109	-1153.4381874444884
22.336465534673245	36.762732615323976	59.272863326503355	72.54086798177654	15.384200436272144	137.4726985487764
9.06306851563391	83.90075548445783	69.06121389728219	94.72537391106695	47.43143130121591	-521.9116786808991
69.57025367581161	92.81902642671666	47.86368881478775	25.757677737396612	12.75167980557077	195.903960192817
96.22476304118538	88.2185992079495	52.603710846290994	13.384861189253993	49.581364857094854	-422.94563130225345
62.276559955808295	70.67975917229175	16.349388629081908	49.7634632504251	0.8886763024839262	212.82211504902796
73.41261751237917	91.38895265776496	88.34676239703046	33.905157860223134	78.40518689707068	-820.8275012828278
86.83575386926935	56.77912874569508	29.5974197224677	87.54076701599733	32.94230882214089	-247.9361055234309
84.10801243686834	33.44655671163219	59.11754627393066	17.269679793140803	46.84789317285676	-304.25755894064764
76.32013919811833	14.29308497139915	63.26781680610731	80.9549261965871	67.71063253308346	-696.6706003959621
62.11934192152819	16.719359517709197	49.15951881068149	92.65659863320869	9.091144925154747	331.93239941855086
66.17217547332352	52.61094985183914	80.99569838755805	92.12799066176832	25.88357678087434	195.20392966355098
17.603923716360537	65.14109640951459	43.032864412477004	44.54725971312637	88.99224489791945	-1490.944172331483
49.81962275119527	75.31072088206783	60.973336720551686	95.88902158161943	9.879494668038191	303.371611054616
66.21941613666162	79.03937861567981	18.10702708967359	0.384259084893801	48.15660300425636	-716.764000663107
86.89377285549942	49.34794144792337	86.83797003902323	51.80941484579213	5.603519806614954	707.1287712594384
46.01330655615033	5.320905947024112	1.7681083073692427	34.853873790176536	36.223160281591426	-579.3674337588169
70.34452108995201	53.30973440146739	52.989049037735384	84.96321370107377	77.4238177660635	-1019.8291831887336
